"Place","Place.Type","Year","Geoid","Max.Month","Measure.Desc.Short","Measure.Type","measure_axis_label","no_definition","Notes","Quantile","rate_label","Strategy","wip_definition","yes_definition","n_missing","Number.of.Records","Rate.Denom","rate_mult","Value.Rate","Illicit opioid overdose deaths","Acute Hepatitis C infections","Deaths (AI/AN)","Deaths (Asian)","Deaths (Black)","Deaths (Hispanic)","Deaths (White nH)","Incarcerated individuals","Drug overdose deaths","Unemployed individuals","Community naloxone reversals","Law Enforcement naloxone reversals","People served by treatment programs","Calls for housing-related services","Children in foster care due to parental substance use","Drug overdose ED visits","Patients receiving buprenorphine","Patients receiving opioid pills","Newborns affected by SU with POSC referral","Community Response Program","Fair Chance Hiring","Housing First","Involvement of People with Lived Experience","Low/No-Cost Sterile Syringe Access","MAT in Jails","MAT Providers","Naloxone Access","Partnerships with CBOs Serving HMPs","Peer Support Specialists","Point Person","Pre-Arrest Diversion","Prescription Dropboxes","START Program","Test Strip Distribution","Uses DHHS Resources"
"Polk","Counties",2022,37149,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randolph","Counties",2022,37151,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richmond","Counties",2022,37153,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robeson","Counties",2022,37155,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rockingham","Counties",2022,37157,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rowan","Counties",2022,37159,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sampson","Counties",2022,37163,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","Counties",2022,37165,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stanly","Counties",2022,37167,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stokes","Counties",2022,37169,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Surry","Counties",2022,37171,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swain","Counties",2022,37173,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transylvania","Counties",2022,37175,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrrell","Counties",2022,37177,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","Counties",2022,37179,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wake","Counties",2022,37183,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","Counties",2022,37185,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Counties",2022,37187,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watauga","Counties",2022,37189,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilkes","Counties",2022,37193,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","High","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson","Counties",2022,37195,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Highest","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yadkin","Counties",2022,37197,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Highest","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yancey","Counties",2022,37199,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Highest","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alamance","Counties",2022,37001,12,"Low/No-Cost MAT Providers","action",NA,"There is no access to MAT even in outside counties","(none)","Lowest","%","7) Treatment & Recovery","There are MAT providers, but only in other counties or only at a high cost","At least one provider in the county offers low or no cost MAT",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexander","Counties",2022,37003,12,"Low/No-Cost MAT Providers","action",NA,"There is no access to MAT even in outside counties","(none)","Lowest","%","7) Treatment & Recovery","There are MAT providers, but only in other counties or only at a high cost","At least one provider in the county offers low or no cost MAT",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anson","Counties",2022,37007,12,"Low/No-Cost MAT Providers","action",NA,"There is no access to MAT even in outside counties","(none)","Lowest","%","7) Treatment & Recovery","There are MAT providers, but only in other counties or only at a high cost","At least one provider in the county offers low or no cost MAT",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
